State,Age,UrbanRural,LiteracyRate
ARUNACHAL PRADESH,14,Urban,92.18%
ARUNACHAL PRADESH,15,Rural,82.98%
ARUNACHAL PRADESH,15,Urban,91.66%
ARUNACHAL PRADESH,16,Rural,83.92%
ARUNACHAL PRADESH,16,Urban,92.20%
ARUNACHAL PRADESH,17,Rural,82.48%
ARUNACHAL PRADESH,17,Urban,92.83%
ARUNACHAL PRADESH,18,Rural,79.36%
ARUNACHAL PRADESH,18,Urban,90.78%
ARUNACHAL PRADESH,19,Rural,77.43%
ARUNACHAL PRADESH,19,Urban,90.17%
ARUNACHAL PRADESH,20,Rural,73.54%
ARUNACHAL PRADESH,20,Urban,87.70%
ARUNACHAL PRADESH,21,Rural,74.04%
ARUNACHAL PRADESH,21,Urban,88.98%
ARUNACHAL PRADESH,22,Rural,72.39%
ARUNACHAL PRADESH,22,Urban,88.50%
ARUNACHAL PRADESH,23,Rural,72.63%
ARUNACHAL PRADESH,23,Urban,89.68%
ARUNACHAL PRADESH,24,Rural,70.33%
ARUNACHAL PRADESH,24,Urban,89.08%
ARUNACHAL PRADESH,25,Rural,65.22%
ARUNACHAL PRADESH,25,Urban,83.99%
ARUNACHAL PRADESH,26,Rural,68.05%
ARUNACHAL PRADESH,26,Urban,86.94%
ARUNACHAL PRADESH,27,Rural,67.26%
ARUNACHAL PRADESH,27,Urban,87.58%
ARUNACHAL PRADESH,28,Rural,63.82%
ARUNACHAL PRADESH,28,Urban,86.87%
ARUNACHAL PRADESH,29,Rural,61.78%
ARUNACHAL PRADESH,29,Urban,84.90%
ARUNACHAL PRADESH,30,Rural,57.30%
ARUNACHAL PRADESH,30,Urban,79.02%
ARUNACHAL PRADESH,31,Rural,61.93%
ARUNACHAL PRADESH,31,Urban,86.30%
ARUNACHAL PRADESH,32,Rural,61.17%
ARUNACHAL PRADESH,32,Urban,84.77%
ARUNACHAL PRADESH,33,Rural,60.19%
ARUNACHAL PRADESH,33,Urban,85.84%
ARUNACHAL PRADESH,34,Rural,56.41%
ARUNACHAL PRADESH,34,Urban,83.23%
ARUNACHAL PRADESH,35,Rural,52.22%
ARUNACHAL PRADESH,35,Urban,75.86%
ARUNACHAL PRADESH,36,Rural,55.04%
ARUNACHAL PRADESH,36,Urban,80.63%
ARUNACHAL PRADESH,37,Rural,51.72%
ARUNACHAL PRADESH,37,Urban,83.50%
ARUNACHAL PRADESH,38,Rural,50.52%
ARUNACHAL PRADESH,38,Urban,79.23%
ARUNACHAL PRADESH,39,Rural,46.18%
ARUNACHAL PRADESH,39,Urban,76.83%
ARUNACHAL PRADESH,40,Rural,41.95%
ARUNACHAL PRADESH,40,Urban,71.67%
ARUNACHAL PRADESH,41,Rural,46.67%
ARUNACHAL PRADESH,41,Urban,80.23%
ARUNACHAL PRADESH,42,Rural,46.23%
ARUNACHAL PRADESH,42,Urban,81.47%
ARUNACHAL PRADESH,43,Rural,47.52%
ARUNACHAL PRADESH,43,Urban,82.28%
ARUNACHAL PRADESH,44,Rural,42.42%
ARUNACHAL PRADESH,44,Urban,77.19%
ARUNACHAL PRADESH,45,Rural,37.86%
ARUNACHAL PRADESH,45,Urban,69.16%
ARUNACHAL PRADESH,46,Rural,41.16%
ARUNACHAL PRADESH,46,Urban,76.98%
ARUNACHAL PRADESH,47,Rural,38.92%
ARUNACHAL PRADESH,47,Urban,79.55%
ARUNACHAL PRADESH,48,Rural,36.95%
ARUNACHAL PRADESH,48,Urban,76.17%
ARUNACHAL PRADESH,49,Rural,31.33%
ARUNACHAL PRADESH,49,Urban,74.19%
ARUNACHAL PRADESH,50,Rural,27.74%
ARUNACHAL PRADESH,50,Urban,60.86%
ARUNACHAL PRADESH,51,Rural,30.83%
ARUNACHAL PRADESH,51,Urban,74.75%
ARUNACHAL PRADESH,52,Rural,32.25%
ARUNACHAL PRADESH,52,Urban,74.63%
ARUNACHAL PRADESH,53,Rural,33.41%
ARUNACHAL PRADESH,53,Urban,77.55%
ARUNACHAL PRADESH,54,Rural,28.36%
ARUNACHAL PRADESH,54,Urban,77.12%
ARUNACHAL PRADESH,55,Rural,23.93%
ARUNACHAL PRADESH,55,Urban,59.35%
ARUNACHAL PRADESH,56,Rural,26.65%
ARUNACHAL PRADESH,56,Urban,70.63%
ARUNACHAL PRADESH,57,Rural,25.52%
ARUNACHAL PRADESH,57,Urban,75.73%
ARUNACHAL PRADESH,58,Rural,23.37%
ARUNACHAL PRADESH,58,Urban,64.50%
ARUNACHAL PRADESH,59,Rural,17.55%
ARUNACHAL PRADESH,59,Urban,53.35%
ARUNACHAL PRADESH,60,Rural,15.53%
ARUNACHAL PRADESH,60,Urban,39.37%
ARUNACHAL PRADESH,61,Rural,17.34%
ARUNACHAL PRADESH,61,Urban,48.13%
ARUNACHAL PRADESH,62,Rural,19.68%
ARUNACHAL PRADESH,62,Urban,55.50%
ARUNACHAL PRADESH,63,Rural,20.74%
ARUNACHAL PRADESH,63,Urban,57.67%
ARUNACHAL PRADESH,64,Rural,16.80%
ARUNACHAL PRADESH,64,Urban,50.61%
ARUNACHAL PRADESH,65,Rural,15.33%
ARUNACHAL PRADESH,65,Urban,40.27%
ARUNACHAL PRADESH,66,Rural,17.23%
ARUNACHAL PRADESH,66,Urban,55.56%
ARUNACHAL PRADESH,67,Rural,18.10%
ARUNACHAL PRADESH,67,Urban,61.58%
ARUNACHAL PRADESH,68,Rural,16.81%
ARUNACHAL PRADESH,68,Urban,58.08%
ARUNACHAL PRADESH,69,Rural,13.35%
ARUNACHAL PRADESH,69,Urban,40.48%
ARUNACHAL PRADESH,70,Rural,11.90%
ARUNACHAL PRADESH,70,Urban,31.72%
ARUNACHAL PRADESH,71,Rural,13.32%
ARUNACHAL PRADESH,71,Urban,42.05%
ARUNACHAL PRADESH,72,Rural,14.18%
ARUNACHAL PRADESH,72,Urban,41.84%
ARUNACHAL PRADESH,73,Rural,14.41%
ARUNACHAL PRADESH,73,Urban,43.59%
ARUNACHAL PRADESH,74,Rural,13.33%
ARUNACHAL PRADESH,74,Urban,47.78%
ARUNACHAL PRADESH,75,Rural,11.29%
ARUNACHAL PRADESH,75,Urban,40.28%
ARUNACHAL PRADESH,76,Rural,10.71%
ARUNACHAL PRADESH,76,Urban,46.15%
ARUNACHAL PRADESH,77,Rural,14.47%
ARUNACHAL PRADESH,77,Urban,58.33%
ARUNACHAL PRADESH,78,Rural,14.24%
ARUNACHAL PRADESH,78,Urban,38.36%
ARUNACHAL PRADESH,79,Rural,9.52%
ARUNACHAL PRADESH,79,Urban,28.85%
ARUNACHAL PRADESH,80,Rural,8.57%
ARUNACHAL PRADESH,80,Urban,22.42%
ARUNACHAL PRADESH,81,Rural,12.67%
ARUNACHAL PRADESH,81,Urban,46.38%
ARUNACHAL PRADESH,82,Rural,19.39%
ARUNACHAL PRADESH,82,Urban,60.78%
ARUNACHAL PRADESH,83,Rural,28.11%
ARUNACHAL PRADESH,83,Urban,64.86%
ARUNACHAL PRADESH,84,Rural,15.31%
ARUNACHAL PRADESH,84,Urban,62.22%
ARUNACHAL PRADESH,85,Rural,15.23%
ARUNACHAL PRADESH,85,Urban,46.25%
ARUNACHAL PRADESH,86,Rural,21.74%
ARUNACHAL PRADESH,86,Urban,59.57%
ARUNACHAL PRADESH,87,Rural,19.38%
ARUNACHAL PRADESH,87,Urban,70.00%
ARUNACHAL PRADESH,88,Rural,24.86%
ARUNACHAL PRADESH,88,Urban,73.91%
ARUNACHAL PRADESH,89,Rural,19.13%
ARUNACHAL PRADESH,89,Urban,54.17%
ARUNACHAL PRADESH,90,Rural,22.22%
ARUNACHAL PRADESH,90,Urban,55.26%
ARUNACHAL PRADESH,91,Rural,28.39%
ARUNACHAL PRADESH,91,Urban,74.29%
ARUNACHAL PRADESH,92,Rural,41.32%
ARUNACHAL PRADESH,92,Urban,87.50%
ARUNACHAL PRADESH,93,Rural,43.66%
ARUNACHAL PRADESH,93,Urban,82.61%
ARUNACHAL PRADESH,94,Rural,47.27%
ARUNACHAL PRADESH,94,Urban,68.42%
ARUNACHAL PRADESH,95,Rural,29.87%
ARUNACHAL PRADESH,95,Urban,62.50%
ARUNACHAL PRADESH,96,Rural,30.49%
ARUNACHAL PRADESH,96,Urban,75.00%
ARUNACHAL PRADESH,97,Rural,37.97%
ARUNACHAL PRADESH,97,Urban,71.43%
ARUNACHAL PRADESH,98,Rural,45.26%
ARUNACHAL PRADESH,98,Urban,56.25%
ARUNACHAL PRADESH,99,Rural,24.39%
ARUNACHAL PRADESH,99,Urban,60.00%
ASSAM,7,Rural,67.78%
ASSAM,7,Urban,83.19%
ASSAM,8,Rural,79.00%
ASSAM,8,Urban,92.10%
ASSAM,9,Rural,84.08%
ASSAM,9,Urban,93.91%
ASSAM,10,Rural,84.50%
ASSAM,10,Urban,93.43%
ASSAM,11,Rural,87.79%
ASSAM,11,Urban,95.38%
ASSAM,12,Rural,87.58%
ASSAM,12,Urban,95.36%
ASSAM,13,Rural,88.57%
ASSAM,13,Urban,95.80%
ASSAM,14,Rural,88.14%
ASSAM,14,Urban,95.38%
ASSAM,15,Rural,86.07%
ASSAM,15,Urban,94.61%
ASSAM,16,Rural,85.50%
ASSAM,16,Urban,94.80%
ASSAM,17,Rural,85.31%
ASSAM,17,Urban,94.97%
ASSAM,18,Rural,81.37%
ASSAM,18,Urban,93.44%
ASSAM,19,Rural,81.36%
ASSAM,19,Urban,93.98%
ASSAM,20,Rural,76.86%
ASSAM,20,Urban,91.66%
ASSAM,21,Rural,78.82%
ASSAM,21,Urban,93.48%
ASSAM,22,Rural,76.59%
ASSAM,22,Urban,92.39%
ASSAM,23,Rural,77.28%
ASSAM,23,Urban,93.47%
ASSAM,24,Rural,75.71%
ASSAM,24,Urban,92.98%
ASSAM,25,Rural,69.46%
ASSAM,25,Urban,89.03%
ASSAM,26,Rural,71.95%
ASSAM,26,Urban,91.62%
ASSAM,27,Rural,73.74%
ASSAM,27,Urban,92.28%
ASSAM,28,Rural,71.53%
ASSAM,28,Urban,91.50%
ASSAM,29,Rural,71.92%
ASSAM,29,Urban,91.98%
ASSAM,30,Rural,64.97%
ASSAM,30,Urban,86.58%
ASSAM,31,Rural,68.34%
ASSAM,31,Urban,91.17%
ASSAM,32,Rural,69.30%
ASSAM,32,Urban,91.00%
ASSAM,33,Rural,70.81%
ASSAM,33,Urban,92.39%
ASSAM,34,Rural,68.79%
ASSAM,34,Urban,90.83%
ASSAM,35,Rural,60.45%
ASSAM,35,Urban,83.73%
ASSAM,36,Rural,62.94%
ASSAM,36,Urban,88.09%
ASSAM,37,Rural,66.64%
ASSAM,37,Urban,90.81%
ASSAM,38,Rural,64.55%
ASSAM,38,Urban,89.53%
ASSAM,39,Rural,62.80%
ASSAM,39,Urban,88.91%
ASSAM,40,Rural,53.89%
ASSAM,40,Urban,80.22%
ASSAM,41,Rural,57.37%
ASSAM,41,Urban,87.20%
ASSAM,42,Rural,61.01%
ASSAM,42,Urban,89.14%
ASSAM,43,Rural,62.60%
ASSAM,43,Urban,91.05%
ASSAM,44,Rural,59.60%
ASSAM,44,Urban,87.88%
ASSAM,45,Rural,50.91%
ASSAM,45,Urban,79.31%
ASSAM,46,Rural,54.25%
ASSAM,46,Urban,85.63%
ASSAM,47,Rural,59.48%
ASSAM,47,Urban,89.75%
ASSAM,48,Rural,57.34%
ASSAM,48,Urban,87.59%
ASSAM,49,Rural,55.29%
ASSAM,49,Urban,86.86%
ASSAM,50,Rural,46.42%
ASSAM,50,Urban,76.77%
ASSAM,51,Rural,50.50%
ASSAM,51,Urban,84.63%
ASSAM,52,Rural,57.26%
ASSAM,52,Urban,88.44%
ASSAM,53,Rural,59.90%
ASSAM,53,Urban,91.00%
ASSAM,54,Rural,56.42%
ASSAM,54,Urban,88.54%
ASSAM,55,Rural,46.90%
ASSAM,55,Urban,78.18%
ASSAM,56,Rural,51.32%
ASSAM,56,Urban,85.07%
ASSAM,57,Rural,57.80%
ASSAM,57,Urban,90.35%
ASSAM,58,Rural,56.74%
ASSAM,58,Urban,88.66%
ASSAM,59,Rural,50.63%
ASSAM,59,Urban,84.22%
ASSAM,60,Rural,40.31%
ASSAM,60,Urban,69.96%
ASSAM,61,Rural,44.26%
ASSAM,61,Urban,79.91%
ASSAM,62,Rural,52.25%
ASSAM,62,Urban,85.39%
ASSAM,63,Rural,56.22%
ASSAM,63,Urban,89.23%
ASSAM,64,Rural,50.79%
ASSAM,64,Urban,84.04%
ASSAM,65,Rural,41.68%
ASSAM,65,Urban,70.62%
ASSAM,66,Rural,44.97%
ASSAM,66,Urban,78.40%
ASSAM,67,Rural,53.46%
ASSAM,67,Urban,85.72%
ASSAM,68,Rural,51.83%
ASSAM,68,Urban,85.74%
ASSAM,69,Rural,44.09%
ASSAM,69,Urban,77.85%
ASSAM,70,Rural,34.78%
ASSAM,70,Urban,61.55%
ASSAM,71,Rural,37.73%
ASSAM,71,Urban,71.75%
ASSAM,72,Rural,47.31%
ASSAM,72,Urban,80.53%
ASSAM,73,Rural,50.21%
ASSAM,73,Urban,84.95%
ASSAM,74,Rural,46.28%
ASSAM,74,Urban,79.72%
ASSAM,75,Rural,36.70%
ASSAM,75,Urban,65.40%
ASSAM,76,Rural,40.60%
ASSAM,76,Urban,74.14%
ASSAM,77,Rural,48.85%
ASSAM,77,Urban,81.61%
ASSAM,78,Rural,48.68%
ASSAM,78,Urban,81.41%
ASSAM,79,Rural,39.09%
ASSAM,79,Urban,74.52%
ASSAM,80,Rural,29.23%
ASSAM,80,Urban,57.23%
ASSAM,81,Rural,32.59%
ASSAM,81,Urban,66.19%
ASSAM,82,Rural,46.63%
ASSAM,82,Urban,78.39%
ASSAM,83,Rural,50.99%
ASSAM,83,Urban,81.30%
ASSAM,84,Rural,46.57%
ASSAM,84,Urban,74.01%
ASSAM,85,Rural,35.08%
ASSAM,85,Urban,61.08%
ASSAM,86,Rural,39.73%
ASSAM,86,Urban,70.26%
ASSAM,87,Rural,51.14%
ASSAM,87,Urban,81.77%
ASSAM,88,Rural,53.05%
ASSAM,88,Urban,78.33%
ASSAM,89,Rural,38.22%
ASSAM,89,Urban,68.89%
ASSAM,90,Rural,27.76%
ASSAM,90,Urban,53.94%
ASSAM,91,Rural,34.83%
ASSAM,91,Urban,64.50%
ASSAM,92,Rural,53.95%
ASSAM,92,Urban,78.04%
ASSAM,93,Rural,60.10%
ASSAM,93,Urban,81.67%
ASSAM,94,Rural,56.22%
ASSAM,94,Urban,77.50%
ASSAM,95,Rural,38.67%
ASSAM,95,Urban,66.24%
ASSAM,96,Rural,46.06%
ASSAM,96,Urban,70.92%
ASSAM,97,Rural,56.46%
ASSAM,97,Urban,80.83%
ASSAM,98,Rural,52.38%
ASSAM,98,Urban,73.77%
ASSAM,99,Rural,33.32%
ASSAM,99,Urban,66.96%
BIHAR,7,Rural,62.61%
BIHAR,7,Urban,69.45%
BIHAR,8,Rural,75.50%
BIHAR,8,Urban,80.37%
BIHAR,9,Rural,79.97%
BIHAR,9,Urban,84.57%
BIHAR,10,Rural,80.45%
BIHAR,10,Urban,84.40%
BIHAR,11,Rural,83.46%
BIHAR,11,Urban,88.03%
BIHAR,12,Rural,83.68%
BIHAR,12,Urban,88.10%
BIHAR,13,Rural,84.75%
BIHAR,13,Urban,89.89%
BIHAR,14,Rural,83.08%
BIHAR,14,Urban,88.92%
BIHAR,15,Rural,79.43%
BIHAR,15,Urban,87.07%
BIHAR,16,Rural,78.62%
BIHAR,16,Urban,87.13%
BIHAR,17,Rural,78.34%
BIHAR,17,Urban,88.03%
BIHAR,18,Rural,72.64%
BIHAR,18,Urban,84.05%
BIHAR,19,Rural,70.59%
BIHAR,19,Urban,85.44%
BIHAR,20,Rural,64.85%
BIHAR,20,Urban,79.91%
BIHAR,21,Rural,66.56%
BIHAR,21,Urban,84.40%
BIHAR,22,Rural,63.68%
BIHAR,22,Urban,81.34%
BIHAR,23,Rural,61.92%
BIHAR,23,Urban,83.37%
BIHAR,24,Rural,61.42%
BIHAR,24,Urban,81.93%
BIHAR,25,Rural,57.63%
BIHAR,25,Urban,74.92%
BIHAR,26,Rural,59.29%
BIHAR,26,Urban,80.33%
BIHAR,27,Rural,58.84%
BIHAR,27,Urban,82.60%
BIHAR,28,Rural,54.79%
BIHAR,28,Urban,78.04%
BIHAR,29,Rural,55.51%
BIHAR,29,Urban,79.26%
BIHAR,30,Rural,52.61%
BIHAR,30,Urban,71.34%
BIHAR,31,Rural,54.77%
BIHAR,31,Urban,78.56%
BIHAR,32,Rural,53.38%
BIHAR,32,Urban,78.17%
BIHAR,33,Rural,52.92%
BIHAR,33,Urban,80.82%
BIHAR,34,Rural,53.55%
BIHAR,34,Urban,78.79%
BIHAR,35,Rural,49.85%
BIHAR,35,Urban,69.35%
BIHAR,36,Rural,51.23%
BIHAR,36,Urban,75.22%
BIHAR,37,Rural,51.32%
BIHAR,37,Urban,79.80%
BIHAR,38,Rural,46.81%
BIHAR,38,Urban,74.92%
BIHAR,39,Rural,48.87%
BIHAR,39,Urban,75.68%
BIHAR,40,Rural,45.40%
BIHAR,40,Urban,66.24%
BIHAR,41,Rural,47.87%
BIHAR,41,Urban,74.27%
BIHAR,42,Rural,46.09%
BIHAR,42,Urban,75.62%
BIHAR,43,Rural,44.50%
BIHAR,43,Urban,78.62%
BIHAR,44,Rural,45.44%
BIHAR,44,Urban,75.12%
BIHAR,45,Rural,41.40%
BIHAR,45,Urban,64.37%
BIHAR,46,Rural,43.28%
BIHAR,46,Urban,71.91%
BIHAR,47,Rural,43.37%
BIHAR,47,Urban,78.89%
BIHAR,48,Rural,39.64%
BIHAR,48,Urban,72.89%
BIHAR,49,Rural,41.59%
BIHAR,49,Urban,72.87%
BIHAR,50,Rural,38.21%
BIHAR,50,Urban,60.98%
BIHAR,51,Rural,40.83%
BIHAR,51,Urban,70.41%
BIHAR,52,Rural,41.28%
BIHAR,52,Urban,75.18%
BIHAR,53,Rural,41.02%
BIHAR,53,Urban,79.20%
BIHAR,54,Rural,40.37%
BIHAR,54,Urban,74.06%
BIHAR,55,Rural,35.05%
BIHAR,55,Urban,59.76%
BIHAR,56,Rural,38.51%
BIHAR,56,Urban,69.88%
BIHAR,57,Rural,39.85%
BIHAR,57,Urban,78.48%
BIHAR,58,Rural,34.23%
BIHAR,58,Urban,71.72%
BIHAR,59,Rural,35.65%
BIHAR,59,Urban,67.74%
BIHAR,60,Rural,30.86%
BIHAR,60,Urban,51.91%
BIHAR,61,Rural,35.24%
BIHAR,61,Urban,63.57%
BIHAR,62,Rural,37.24%
BIHAR,62,Urban,69.96%
BIHAR,63,Rural,38.47%
BIHAR,63,Urban,74.90%
BIHAR,64,Rural,37.11%
BIHAR,64,Urban,68.40%
BIHAR,65,Rural,30.88%
BIHAR,65,Urban,52.42%
BIHAR,66,Rural,35.29%
BIHAR,66,Urban,62.84%
BIHAR,67,Rural,40.48%
BIHAR,67,Urban,75.28%
BIHAR,68,Rural,34.23%
BIHAR,68,Urban,69.25%
BIHAR,69,Rural,34.39%
BIHAR,69,Urban,65.12%
BIHAR,70,Rural,28.68%
BIHAR,70,Urban,48.76%
BIHAR,71,Rural,31.91%
BIHAR,71,Urban,59.65%
BIHAR,72,Rural,38.02%
BIHAR,72,Urban,70.21%
BIHAR,73,Rural,40.48%
BIHAR,73,Urban,76.91%
BIHAR,74,Rural,37.88%
BIHAR,74,Urban,70.49%
BIHAR,75,Rural,29.77%
BIHAR,75,Urban,52.54%
BIHAR,76,Rural,35.09%
BIHAR,76,Urban,64.36%
BIHAR,77,Rural,41.98%
BIHAR,77,Urban,76.50%
BIHAR,78,Rural,35.69%
BIHAR,78,Urban,71.08%
BIHAR,79,Rural,31.80%
BIHAR,79,Urban,61.71%
BIHAR,80,Rural,25.75%
BIHAR,80,Urban,45.43%
BIHAR,81,Rural,29.31%
BIHAR,81,Urban,55.55%
BIHAR,82,Rural,41.70%
BIHAR,82,Urban,69.69%
BIHAR,83,Rural,46.35%
BIHAR,83,Urban,75.48%
BIHAR,84,Rural,42.28%
BIHAR,84,Urban,67.75%
BIHAR,85,Rural,32.50%
BIHAR,85,Urban,54.18%
BIHAR,86,Rural,37.69%
BIHAR,86,Urban,63.67%
BIHAR,87,Rural,46.91%
BIHAR,87,Urban,74.82%
BIHAR,88,Rural,46.41%
BIHAR,88,Urban,72.34%
BIHAR,89,Rural,37.49%
BIHAR,89,Urban,59.90%
BIHAR,90,Rural,29.07%
BIHAR,90,Urban,47.01%
BIHAR,91,Rural,39.88%
BIHAR,91,Urban,58.35%
BIHAR,92,Rural,56.76%
BIHAR,92,Urban,73.14%
BIHAR,93,Rural,58.02%
BIHAR,93,Urban,78.88%
BIHAR,94,Rural,54.59%
BIHAR,94,Urban,72.86%
BIHAR,95,Rural,40.77%
BIHAR,95,Urban,56.16%
BIHAR,96,Rural,48.95%
BIHAR,96,Urban,69.44%
BIHAR,97,Rural,55.60%
BIHAR,97,Urban,80.07%
BIHAR,98,Rural,48.58%
BIHAR,98,Urban,69.37%
BIHAR,99,Rural,37.05%
BIHAR,99,Urban,59.30%
CHANDIGARH,7,Rural,76.34%
CHANDIGARH,7,Urban,83.19%
CHANDIGARH,8,Rural,89.91%
CHANDIGARH,8,Urban,91.99%
CHANDIGARH,9,Rural,89.83%
CHANDIGARH,9,Urban,92.19%
CHANDIGARH,10,Rural,89.59%
CHANDIGARH,10,Urban,92.40%
CHANDIGARH,11,Rural,92.69%
CHANDIGARH,11,Urban,94.88%
CHANDIGARH,12,Rural,93.59%
CHANDIGARH,12,Urban,95.31%
CHANDIGARH,13,Rural,93.68%
CHANDIGARH,13,Urban,95.52%
CHANDIGARH,14,Rural,92.43%
CHANDIGARH,14,Urban,95.53%
CHANDIGARH,15,Rural,91.02%
CHANDIGARH,15,Urban,93.80%
CHANDIGARH,16,Rural,89.11%
CHANDIGARH,16,Urban,93.94%
CHANDIGARH,17,Rural,90.89%
CHANDIGARH,17,Urban,94.09%
CHANDIGARH,18,Rural,87.55%
CHANDIGARH,18,Urban,92.39%
CHANDIGARH,19,Rural,87.75%
CHANDIGARH,19,Urban,93.51%
CHANDIGARH,20,Rural,86.13%
CHANDIGARH,20,Urban,90.75%
CHANDIGARH,21,Rural,89.06%
CHANDIGARH,21,Urban,93.07%
CHANDIGARH,22,Rural,84.31%
CHANDIGARH,22,Urban,90.85%
CHANDIGARH,23,Rural,85.40%
CHANDIGARH,23,Urban,91.82%
CHANDIGARH,24,Rural,86.29%
CHANDIGARH,24,Urban,91.45%
CHANDIGARH,25,Rural,82.33%
CHANDIGARH,25,Urban,86.34%
CHANDIGARH,26,Rural,83.58%
CHANDIGARH,26,Urban,88.62%
CHANDIGARH,27,Rural,83.89%
CHANDIGARH,27,Urban,89.68%
CHANDIGARH,28,Rural,82.04%
CHANDIGARH,28,Urban,86.98%
CHANDIGARH,29,Rural,84.15%
CHANDIGARH,29,Urban,89.40%
CHANDIGARH,30,Rural,75.54%
CHANDIGARH,30,Urban,81.09%
CHANDIGARH,31,Rural,85.48%
CHANDIGARH,31,Urban,86.16%
CHANDIGARH,32,Rural,81.22%
CHANDIGARH,32,Urban,84.93%
CHANDIGARH,33,Rural,82.67%
CHANDIGARH,33,Urban,86.10%
CHANDIGARH,34,Rural,85.00%
CHANDIGARH,34,Urban,87.10%
CHANDIGARH,35,Rural,71.37%
CHANDIGARH,35,Urban,76.37%
CHANDIGARH,36,Rural,75.25%
CHANDIGARH,36,Urban,79.92%
CHANDIGARH,37,Rural,87.30%
CHANDIGARH,37,Urban,85.67%
CHANDIGARH,38,Rural,75.50%
CHANDIGARH,38,Urban,81.57%
CHANDIGARH,39,Rural,78.13%
CHANDIGARH,39,Urban,84.54%
CHANDIGARH,40,Rural,67.56%
CHANDIGARH,40,Urban,72.86%
CHANDIGARH,41,Rural,76.47%
CHANDIGARH,41,Urban,80.26%
CHANDIGARH,42,Rural,75.84%
CHANDIGARH,42,Urban,82.55%
CHANDIGARH,43,Rural,76.68%
CHANDIGARH,43,Urban,82.95%
CHANDIGARH,44,Rural,80.50%
CHANDIGARH,44,Urban,85.57%
CHANDIGARH,45,Rural,60.51%
CHANDIGARH,45,Urban,72.48%
CHANDIGARH,46,Rural,73.11%
CHANDIGARH,46,Urban,79.58%
CHANDIGARH,47,Rural,83.58%
CHANDIGARH,47,Urban,85.43%
CHANDIGARH,48,Rural,72.77%
CHANDIGARH,48,Urban,82.23%
CHANDIGARH,49,Rural,75.68%
CHANDIGARH,49,Urban,84.76%
CHANDIGARH,50,Rural,60.26%
CHANDIGARH,50,Urban,72.03%
CHANDIGARH,51,Rural,70.23%
CHANDIGARH,51,Urban,80.22%
CHANDIGARH,52,Rural,64.96%
CHANDIGARH,52,Urban,85.79%
CHANDIGARH,53,Rural,81.48%
CHANDIGARH,53,Urban,87.70%
CHANDIGARH,54,Rural,75.86%
CHANDIGARH,54,Urban,88.49%
CHANDIGARH,55,Rural,57.58%
CHANDIGARH,55,Urban,76.15%
CHANDIGARH,56,Rural,70.00%
CHANDIGARH,56,Urban,83.23%
CHANDIGARH,57,Rural,73.21%
CHANDIGARH,57,Urban,88.15%
CHANDIGARH,58,Rural,68.00%
CHANDIGARH,58,Urban,85.34%
CHANDIGARH,59,Rural,67.31%
CHANDIGARH,59,Urban,85.79%
CHANDIGARH,60,Rural,41.71%
CHANDIGARH,60,Urban,66.19%
CHANDIGARH,61,Rural,50.52%
CHANDIGARH,61,Urban,74.71%
CHANDIGARH,62,Rural,57.73%
CHANDIGARH,62,Urban,80.76%
CHANDIGARH,63,Rural,69.84%
CHANDIGARH,63,Urban,83.26%
CHANDIGARH,64,Rural,64.86%
CHANDIGARH,64,Urban,84.61%
CHANDIGARH,65,Rural,35.24%
CHANDIGARH,65,Urban,65.09%
CHANDIGARH,66,Rural,41.27%
CHANDIGARH,66,Urban,75.28%
CHANDIGARH,67,Rural,62.50%
CHANDIGARH,67,Urban,86.84%
CHANDIGARH,68,Rural,60.00%
CHANDIGARH,68,Urban,85.76%
CHANDIGARH,69,Rural,60.00%
CHANDIGARH,69,Urban,83.36%
CHANDIGARH,70,Rural,32.18%
CHANDIGARH,70,Urban,63.22%
CHANDIGARH,71,Rural,55.81%
CHANDIGARH,71,Urban,71.82%
CHANDIGARH,72,Rural,60.00%
CHANDIGARH,72,Urban,84.03%
CHANDIGARH,73,Rural,57.89%
CHANDIGARH,73,Urban,84.62%
CHANDIGARH,74,Rural,50.00%
CHANDIGARH,74,Urban,88.59%
CHANDIGARH,75,Rural,32.43%
CHANDIGARH,75,Urban,68.35%
CHANDIGARH,76,Rural,47.06%
CHANDIGARH,76,Urban,77.95%
CHANDIGARH,77,Rural,44.44%
CHANDIGARH,77,Urban,85.34%
CHANDIGARH,78,Rural,62.50%
CHANDIGARH,78,Urban,83.79%
CHANDIGARH,79,Rural,50.00%
CHANDIGARH,79,Urban,83.89%
CHANDIGARH,80,Rural,23.08%
CHANDIGARH,80,Urban,61.72%
CHANDIGARH,81,Rural,31.25%
CHANDIGARH,81,Urban,69.13%
CHANDIGARH,82,Rural,0.00%
CHANDIGARH,82,Urban,79.94%
CHANDIGARH,83,Rural,62.50%
CHANDIGARH,83,Urban,81.80%
CHANDIGARH,84,Rural,50.00%
CHANDIGARH,84,Urban,84.21%
CHANDIGARH,85,Rural,30.77%
CHANDIGARH,85,Urban,59.47%
CHANDIGARH,86,Rural,20.00%
CHANDIGARH,86,Urban,69.23%
CHANDIGARH,87,Rural,0.00%
CHANDIGARH,87,Urban,84.47%
CHANDIGARH,88,Rural,0.00%
CHANDIGARH,88,Urban,85.53%
CHANDIGARH,89,Rural,50.00%
CHANDIGARH,89,Urban,82.59%
CHANDIGARH,90,Rural,50.00%
CHANDIGARH,90,Urban,52.05%
CHANDIGARH,91,Rural,50.00%
