State,Age,Sex,LiteracyRate
JAMMU & KASHMIR,94,Female,32.41%
JAMMU & KASHMIR,94,Male,56.89%
JAMMU & KASHMIR,95,Female,12.29%
JAMMU & KASHMIR,95,Male,28.70%
JAMMU & KASHMIR,96,Female,24.12%
JAMMU & KASHMIR,96,Male,40.18%
JAMMU & KASHMIR,97,Female,37.37%
JAMMU & KASHMIR,97,Male,57.56%
JAMMU & KASHMIR,98,Female,23.27%
JAMMU & KASHMIR,98,Male,43.91%
JAMMU & KASHMIR,99,Female,8.42%
JAMMU & KASHMIR,99,Male,23.86%
JHARKHAND,7,Female,67.30%
JHARKHAND,7,Male,70.18%
JHARKHAND,8,Female,80.57%
JHARKHAND,8,Male,83.42%
JHARKHAND,9,Female,85.93%
JHARKHAND,9,Male,88.20%
JHARKHAND,10,Female,86.45%
JHARKHAND,10,Male,89.07%
JHARKHAND,11,Female,89.64%
JHARKHAND,11,Male,92.18%
JHARKHAND,12,Female,88.66%
JHARKHAND,12,Male,91.89%
JHARKHAND,13,Female,89.80%
JHARKHAND,13,Male,93.05%
JHARKHAND,14,Female,88.30%
JHARKHAND,14,Male,92.34%
JHARKHAND,15,Female,84.80%
JHARKHAND,15,Male,90.11%
JHARKHAND,16,Female,83.39%
JHARKHAND,16,Male,90.04%
JHARKHAND,17,Female,81.96%
JHARKHAND,17,Male,90.55%
JHARKHAND,18,Female,72.84%
JHARKHAND,18,Male,87.38%
JHARKHAND,19,Female,72.22%
JHARKHAND,19,Male,89.00%
JHARKHAND,20,Female,63.67%
JHARKHAND,20,Male,84.34%
JHARKHAND,21,Female,67.34%
JHARKHAND,21,Male,87.01%
JHARKHAND,22,Female,62.06%
JHARKHAND,22,Male,83.81%
JHARKHAND,23,Female,61.54%
JHARKHAND,23,Male,85.09%
JHARKHAND,24,Female,60.44%
JHARKHAND,24,Male,83.54%
JHARKHAND,25,Female,54.19%
JHARKHAND,25,Male,77.68%
JHARKHAND,26,Female,57.09%
JHARKHAND,26,Male,81.02%
JHARKHAND,27,Female,56.55%
JHARKHAND,27,Male,82.21%
JHARKHAND,28,Female,51.30%
JHARKHAND,28,Male,79.60%
JHARKHAND,29,Female,54.05%
JHARKHAND,29,Male,80.51%
JHARKHAND,30,Female,45.97%
JHARKHAND,30,Male,72.65%
JHARKHAND,31,Female,51.44%
JHARKHAND,31,Male,78.94%
JHARKHAND,32,Female,46.37%
JHARKHAND,32,Male,77.32%
JHARKHAND,33,Female,47.21%
JHARKHAND,33,Male,79.59%
JHARKHAND,34,Female,46.74%
JHARKHAND,34,Male,77.87%
JHARKHAND,35,Female,39.71%
JHARKHAND,35,Male,69.08%
JHARKHAND,36,Female,42.61%
JHARKHAND,36,Male,73.55%
JHARKHAND,37,Female,43.51%
JHARKHAND,37,Male,76.46%
JHARKHAND,38,Female,38.18%
JHARKHAND,38,Male,73.34%
JHARKHAND,39,Female,40.54%
JHARKHAND,39,Male,73.45%
JHARKHAND,40,Female,32.27%
JHARKHAND,40,Male,63.17%
JHARKHAND,41,Female,38.89%
JHARKHAND,41,Male,70.87%
JHARKHAND,42,Female,34.48%
JHARKHAND,42,Male,69.72%
JHARKHAND,43,Female,36.22%
JHARKHAND,43,Male,73.08%
JHARKHAND,44,Female,35.73%
JHARKHAND,44,Male,69.44%
JHARKHAND,45,Female,27.90%
JHARKHAND,45,Male,59.64%
JHARKHAND,46,Female,33.26%
JHARKHAND,46,Male,66.21%
JHARKHAND,47,Female,34.48%
JHARKHAND,47,Male,70.11%
JHARKHAND,48,Female,29.84%
JHARKHAND,48,Male,65.70%
JHARKHAND,49,Female,32.25%
JHARKHAND,49,Male,65.61%
JHARKHAND,50,Female,24.19%
JHARKHAND,50,Male,54.15%
JHARKHAND,51,Female,31.24%
JHARKHAND,51,Male,63.33%
JHARKHAND,52,Female,29.98%
JHARKHAND,52,Male,65.45%
JHARKHAND,53,Female,32.98%
JHARKHAND,53,Male,71.29%
JHARKHAND,54,Female,31.59%
JHARKHAND,54,Male,68.08%
JHARKHAND,55,Female,21.70%
JHARKHAND,55,Male,55.70%
JHARKHAND,56,Female,27.19%
JHARKHAND,56,Male,64.58%
JHARKHAND,57,Female,28.68%
JHARKHAND,57,Male,72.12%
JHARKHAND,58,Female,24.40%
JHARKHAND,58,Male,67.14%
JHARKHAND,59,Female,24.53%
JHARKHAND,59,Male,63.94%
JHARKHAND,60,Female,16.56%
JHARKHAND,60,Male,48.10%
JHARKHAND,61,Female,22.04%
JHARKHAND,61,Male,58.54%
JHARKHAND,62,Female,20.91%
JHARKHAND,62,Male,59.71%
JHARKHAND,63,Female,24.88%
JHARKHAND,63,Male,67.10%
JHARKHAND,64,Female,23.31%
JHARKHAND,64,Male,61.35%
JHARKHAND,65,Female,14.59%
JHARKHAND,65,Male,48.05%
JHARKHAND,66,Female,19.55%
JHARKHAND,66,Male,56.73%
JHARKHAND,67,Female,22.18%
JHARKHAND,67,Male,64.73%
JHARKHAND,68,Female,19.81%
JHARKHAND,68,Male,60.87%
JHARKHAND,69,Female,19.83%
JHARKHAND,69,Male,57.53%
JHARKHAND,70,Female,12.21%
JHARKHAND,70,Male,42.46%
JHARKHAND,71,Female,17.06%
JHARKHAND,71,Male,52.77%
JHARKHAND,72,Female,19.49%
JHARKHAND,72,Male,58.77%
JHARKHAND,73,Female,24.12%
JHARKHAND,73,Male,67.65%
JHARKHAND,74,Female,22.59%
JHARKHAND,74,Male,61.55%
JHARKHAND,75,Female,13.86%
JHARKHAND,75,Male,45.78%
JHARKHAND,76,Female,18.97%
JHARKHAND,76,Male,57.57%
JHARKHAND,77,Female,23.74%
JHARKHAND,77,Male,66.20%
JHARKHAND,78,Female,20.48%
JHARKHAND,78,Male,62.72%
JHARKHAND,79,Female,19.46%
JHARKHAND,79,Male,55.68%
JHARKHAND,80,Female,11.87%
JHARKHAND,80,Male,38.49%
JHARKHAND,81,Female,17.67%
JHARKHAND,81,Male,49.20%
JHARKHAND,82,Female,25.21%
JHARKHAND,82,Male,61.65%
JHARKHAND,83,Female,29.88%
JHARKHAND,83,Male,70.17%
JHARKHAND,84,Female,29.02%
JHARKHAND,84,Male,62.27%
JHARKHAND,85,Female,16.70%
JHARKHAND,85,Male,47.72%
JHARKHAND,86,Female,26.09%
JHARKHAND,86,Male,59.45%
JHARKHAND,87,Female,33.52%
JHARKHAND,87,Male,68.27%
JHARKHAND,88,Female,31.66%
JHARKHAND,88,Male,66.90%
JHARKHAND,89,Female,26.28%
JHARKHAND,89,Male,57.62%
JHARKHAND,90,Female,15.46%
JHARKHAND,90,Male,43.42%
JHARKHAND,91,Female,27.86%
JHARKHAND,91,Male,56.31%
JHARKHAND,92,Female,41.00%
JHARKHAND,92,Male,69.27%
JHARKHAND,93,Female,38.83%
JHARKHAND,93,Male,75.65%
JHARKHAND,94,Female,40.85%
JHARKHAND,94,Male,73.05%
JHARKHAND,95,Female,24.61%
JHARKHAND,95,Male,54.42%
JHARKHAND,96,Female,33.85%
JHARKHAND,96,Male,65.05%
JHARKHAND,97,Female,43.84%
JHARKHAND,97,Male,73.38%
JHARKHAND,98,Female,31.58%
JHARKHAND,98,Male,64.78%
JHARKHAND,99,Female,19.63%
JHARKHAND,99,Male,45.79%
KARNATAKA,7,Female,78.82%
KARNATAKA,7,Male,79.50%
KARNATAKA,8,Female,91.90%
KARNATAKA,8,Male,92.97%
KARNATAKA,9,Female,94.51%
KARNATAKA,9,Male,95.50%
KARNATAKA,10,Female,93.48%
KARNATAKA,10,Male,94.68%
KARNATAKA,11,Female,95.47%
KARNATAKA,11,Male,96.62%
KARNATAKA,12,Female,94.56%
KARNATAKA,12,Male,96.30%
KARNATAKA,13,Female,95.16%
KARNATAKA,13,Male,96.83%
KARNATAKA,14,Female,94.30%
KARNATAKA,14,Male,96.06%
KARNATAKA,15,Female,93.12%
KARNATAKA,15,Male,95.09%
KARNATAKA,16,Female,92.90%
KARNATAKA,16,Male,94.75%
KARNATAKA,17,Female,93.30%
KARNATAKA,17,Male,95.13%
KARNATAKA,18,Female,89.27%
KARNATAKA,18,Male,92.92%
KARNATAKA,19,Female,89.54%
KARNATAKA,19,Male,94.04%
KARNATAKA,20,Female,84.05%
KARNATAKA,20,Male,91.38%
KARNATAKA,21,Female,88.23%
KARNATAKA,21,Male,93.44%
KARNATAKA,22,Female,85.26%
KARNATAKA,22,Male,91.69%
KARNATAKA,23,Female,86.51%
KARNATAKA,23,Male,92.52%
KARNATAKA,24,Female,83.06%
KARNATAKA,24,Male,91.12%
KARNATAKA,25,Female,75.08%
KARNATAKA,25,Male,86.59%
KARNATAKA,26,Female,81.04%
KARNATAKA,26,Male,89.82%
KARNATAKA,27,Female,82.03%
KARNATAKA,27,Male,90.48%
KARNATAKA,28,Female,75.70%
KARNATAKA,28,Male,87.27%
KARNATAKA,29,Female,76.99%
KARNATAKA,29,Male,88.30%
KARNATAKA,30,Female,65.83%
KARNATAKA,30,Male,80.86%
KARNATAKA,31,Female,76.57%
KARNATAKA,31,Male,88.34%
KARNATAKA,32,Female,72.47%
KARNATAKA,32,Male,86.02%
KARNATAKA,33,Female,76.24%
KARNATAKA,33,Male,88.83%
KARNATAKA,34,Female,68.95%
KARNATAKA,34,Male,84.85%
KARNATAKA,35,Female,56.33%
KARNATAKA,35,Male,75.79%
KARNATAKA,36,Female,65.28%
KARNATAKA,36,Male,82.70%
KARNATAKA,37,Female,67.86%
KARNATAKA,37,Male,85.00%
KARNATAKA,38,Female,59.93%
KARNATAKA,38,Male,79.90%
KARNATAKA,39,Female,59.90%
KARNATAKA,39,Male,79.65%
KARNATAKA,40,Female,46.56%
KARNATAKA,40,Male,68.43%
KARNATAKA,41,Female,61.19%
KARNATAKA,41,Male,79.57%
KARNATAKA,42,Female,59.18%
KARNATAKA,42,Male,78.46%
KARNATAKA,43,Female,63.74%
KARNATAKA,43,Male,81.72%
KARNATAKA,44,Female,55.48%
KARNATAKA,44,Male,76.03%
KARNATAKA,45,Female,41.75%
KARNATAKA,45,Male,64.64%
KARNATAKA,46,Female,54.73%
KARNATAKA,46,Male,75.15%
KARNATAKA,47,Female,60.42%
KARNATAKA,47,Male,79.53%
KARNATAKA,48,Female,51.52%
KARNATAKA,48,Male,73.01%
KARNATAKA,49,Female,50.26%
KARNATAKA,49,Male,72.79%
KARNATAKA,50,Female,35.91%
KARNATAKA,50,Male,59.60%
KARNATAKA,51,Female,51.64%
KARNATAKA,51,Male,73.81%
KARNATAKA,52,Female,55.03%
KARNATAKA,52,Male,76.61%
KARNATAKA,53,Female,61.06%
KARNATAKA,53,Male,81.13%
KARNATAKA,54,Female,50.41%
KARNATAKA,54,Male,75.32%
KARNATAKA,55,Female,35.12%
KARNATAKA,55,Male,62.84%
KARNATAKA,56,Female,48.63%
KARNATAKA,56,Male,74.69%
KARNATAKA,57,Female,57.08%
KARNATAKA,57,Male,81.11%
KARNATAKA,58,Female,46.98%
KARNATAKA,58,Male,75.09%
KARNATAKA,59,Female,40.10%
KARNATAKA,59,Male,69.00%
KARNATAKA,60,Female,25.69%
KARNATAKA,60,Male,53.18%
KARNATAKA,61,Female,39.11%
KARNATAKA,61,Male,68.28%
KARNATAKA,62,Female,42.94%
KARNATAKA,62,Male,71.95%
KARNATAKA,63,Female,51.38%
KARNATAKA,63,Male,78.72%
KARNATAKA,64,Female,38.05%
KARNATAKA,64,Male,67.87%
KARNATAKA,65,Female,24.20%
KARNATAKA,65,Male,52.95%
KARNATAKA,66,Female,35.01%
KARNATAKA,66,Male,64.54%
KARNATAKA,67,Female,43.77%
KARNATAKA,67,Male,72.71%
KARNATAKA,68,Female,36.01%
KARNATAKA,68,Male,66.91%
KARNATAKA,69,Female,30.55%
KARNATAKA,69,Male,61.17%
KARNATAKA,70,Female,19.07%
KARNATAKA,70,Male,46.47%
KARNATAKA,71,Female,30.28%
KARNATAKA,71,Male,61.42%
KARNATAKA,72,Female,38.61%
KARNATAKA,72,Male,70.42%
KARNATAKA,73,Female,46.90%
KARNATAKA,73,Male,77.20%
KARNATAKA,74,Female,35.79%
KARNATAKA,74,Male,67.53%
KARNATAKA,75,Female,21.58%
KARNATAKA,75,Male,51.27%
KARNATAKA,76,Female,33.60%
KARNATAKA,76,Male,64.56%
KARNATAKA,77,Female,46.63%
KARNATAKA,77,Male,76.01%
KARNATAKA,78,Female,37.15%
KARNATAKA,78,Male,70.21%
KARNATAKA,79,Female,27.69%
KARNATAKA,79,Male,60.19%
KARNATAKA,80,Female,16.19%
KARNATAKA,80,Male,43.27%
KARNATAKA,81,Female,26.55%
KARNATAKA,81,Male,59.38%
KARNATAKA,82,Female,40.70%
KARNATAKA,82,Male,72.34%
KARNATAKA,83,Female,50.08%
KARNATAKA,83,Male,78.45%
KARNATAKA,84,Female,36.88%
KARNATAKA,84,Male,68.63%
KARNATAKA,85,Female,21.62%
KARNATAKA,85,Male,51.75%
KARNATAKA,86,Female,34.68%
KARNATAKA,86,Male,66.68%
KARNATAKA,87,Female,49.04%
KARNATAKA,87,Male,76.88%
KARNATAKA,88,Female,42.96%
KARNATAKA,88,Male,72.33%
KARNATAKA,89,Female,30.88%
KARNATAKA,89,Male,63.19%
KARNATAKA,90,Female,18.49%
KARNATAKA,90,Male,47.48%
KARNATAKA,91,Female,30.16%
KARNATAKA,91,Male,62.18%
KARNATAKA,92,Female,44.57%
KARNATAKA,92,Male,75.20%
KARNATAKA,93,Female,51.69%
KARNATAKA,93,Male,76.71%
KARNATAKA,94,Female,38.99%
KARNATAKA,94,Male,69.77%
KARNATAKA,95,Female,22.29%
KARNATAKA,95,Male,54.36%
KARNATAKA,96,Female,35.07%
KARNATAKA,96,Male,69.66%
KARNATAKA,97,Female,44.37%
KARNATAKA,97,Male,73.84%
KARNATAKA,98,Female,31.73%
KARNATAKA,98,Male,65.84%
KARNATAKA,99,Female,20.52%
KARNATAKA,99,Male,51.29%
KERALA,7,Female,86.67%
KERALA,7,Male,86.42%
KERALA,8,Female,97.03%
KERALA,8,Male,96.92%
KERALA,9,Female,98.31%
KERALA,9,Male,98.26%
KERALA,10,Female,97.96%
KERALA,10,Male,97.93%
KERALA,11,Female,98.84%
KERALA,11,Male,98.80%
KERALA,12,Female,99.16%
KERALA,12,Male,99.20%
KERALA,13,Female,99.19%
KERALA,13,Male,99.25%
KERALA,14,Female,99.20%
KERALA,14,Male,99.18%
KERALA,15,Female,99.14%
KERALA,15,Male,99.14%
KERALA,16,Female,99.19%
KERALA,16,Male,99.24%
KERALA,17,Female,99.25%
KERALA,17,Male,99.29%
KERALA,18,Female,99.12%
KERALA,18,Male,99.12%
KERALA,19,Female,99.16%
KERALA,19,Male,99.14%
KERALA,20,Female,98.89%
KERALA,20,Male,98.89%
KERALA,21,Female,99.05%
KERALA,21,Male,99.02%
KERALA,22,Female,98.87%
KERALA,22,Male,98.85%
KERALA,23,Female,98.89%
KERALA,23,Male,98.90%
KERALA,24,Female,98.79%
KERALA,24,Male,98.80%
KERALA,25,Female,98.48%
KERALA,25,Male,98.47%
KERALA,26,Female,98.61%
KERALA,26,Male,98.63%
KERALA,27,Female,98.54%
KERALA,27,Male,98.65%
KERALA,28,Female,98.32%
KERALA,28,Male,98.43%
KERALA,29,Female,98.47%
KERALA,29,Male,98.63%
KERALA,30,Female,97.58%
KERALA,30,Male,97.99%
KERALA,31,Female,98.34%
KERALA,31,Male,98.47%
KERALA,32,Female,97.97%
KERALA,32,Male,98.33%
KERALA,33,Female,98.08%
KERALA,33,Male,98.47%
KERALA,34,Female,97.91%
KERALA,34,Male,98.36%
KERALA,35,Female,96.30%
KERALA,35,Male,97.40%
KERALA,36,Female,97.06%
KERALA,36,Male,97.91%
KERALA,37,Female,96.86%
KERALA,37,Male,97.91%
KERALA,38,Female,96.10%
KERALA,38,Male,97.47%
KERALA,39,Female,96.21%
KERALA,39,Male,97.66%
KERALA,40,Female,93.65%
KERALA,40,Male,96.18%
KERALA,41,Female,95.82%
KERALA,41,Male,97.41%
KERALA,42,Female,95.16%
KERALA,42,Male,97.02%
KERALA,43,Female,95.45%
KERALA,43,Male,97.32%
KERALA,44,Female,94.73%
KERALA,44,Male,97.11%
KERALA,45,Female,90.62%
KERALA,45,Male,94.95%
KERALA,46,Female,93.20%
KERALA,46,Male,96.29%
KERALA,47,Female,92.81%
KERALA,47,Male,96.32%
KERALA,48,Female,91.34%
KERALA,48,Male,95.45%
KERALA,49,Female,91.80%
KERALA,49,Male,95.86%
KERALA,50,Female,86.65%
KERALA,50,Male,93.53%
KERALA,51,Female,91.07%
KERALA,51,Male,95.95%
KERALA,52,Female,89.83%
KERALA,52,Male,95.07%
KERALA,53,Female,90.68%
KERALA,53,Male,95.97%
KERALA,54,Female,90.08%
KERALA,54,Male,95.70%
KERALA,55,Female,82.69%
KERALA,55,Male,92.31%
KERALA,56,Female,86.30%
KERALA,56,Male,94.21%
KERALA,57,Female,87.12%
KERALA,57,Male,94.65%
KERALA,58,Female,86.39%
KERALA,58,Male,94.85%
KERALA,59,Female,85.77%
KERALA,59,Male,94.35%
KERALA,60,Female,74.72%
KERALA,60,Male,89.27%
KERALA,61,Female,81.42%
KERALA,61,Male,92.69%
KERALA,62,Female,82.71%
KERALA,62,Male,93.14%
KERALA,63,Female,83.62%
KERALA,63,Male,93.48%
KERALA,64,Female,81.55%
KERALA,64,Male,92.85%
KERALA,65,Female,68.27%
KERALA,65,Male,86.35%
KERALA,66,Female,74.24%
KERALA,66,Male,89.64%
KERALA,67,Female,75.50%
KERALA,67,Male,89.90%
KERALA,68,Female,74.31%
KERALA,68,Male,90.07%
KERALA,69,Female,74.97%
KERALA,69,Male,90.39%
KERALA,70,Female,61.18%
KERALA,70,Male,82.28%
KERALA,71,Female,69.93%
KERALA,71,Male,87.63%
KERALA,72,Female,74.39%
KERALA,72,Male,89.33%
KERALA,73,Female,75.96%
KERALA,73,Male,89.80%
KERALA,74,Female,74.05%
KERALA,74,Male,89.46%
KERALA,75,Female,60.34%
KERALA,75,Male,80.78%
KERALA,76,Female,67.88%
KERALA,76,Male,85.37%
KERALA,77,Female,72.37%
KERALA,77,Male,87.63%
KERALA,78,Female,70.38%
KERALA,78,Male,86.88%
KERALA,79,Female,70.12%
KERALA,79,Male,86.75%
KERALA,80,Female,56.55%
KERALA,80,Male,77.93%
KERALA,81,Female,64.52%
KERALA,81,Male,84.18%
KERALA,82,Female,73.06%
KERALA,82,Male,87.79%
KERALA,83,Female,74.37%
KERALA,83,Male,89.33%
KERALA,84,Female,70.82%
KERALA,84,Male,87.33%
KERALA,85,Female,55.42%
KERALA,85,Male,77.36%
KERALA,86,Female,63.55%
KERALA,86,Male,83.52%
KERALA,87,Female,68.12%
KERALA,87,Male,85.68%
KERALA,88,Female,63.96%
KERALA,88,Male,84.29%
KERALA,89,Female,63.38%
KERALA,89,Male,83.96%
KERALA,90,Female,48.49%
KERALA,90,Male,73.51%
KERALA,91,Female,54.43%
KERALA,91,Male,80.06%
KERALA,92,Female,65.20%
KERALA,92,Male,85.85%
KERALA,93,Female,66.52%
KERALA,93,Male,85.12%
KERALA,94,Female,62.94%
KERALA,94,Male,83.20%
KERALA,95,Female,50.50%
KERALA,95,Male,73.09%
KERALA,96,Female,56.37%
KERALA,96,Male,80.69%
KERALA,97,Female,60.43%
KERALA,97,Male,83.92%
KERALA,98,Female,55.95%
KERALA,98,Male,77.42%
KERALA,99,Female,48.28%
KERALA,99,Male,75.68%
LAKSHADWEEP,7,Female,69.36%
LAKSHADWEEP,7,Male,70.32%
LAKSHADWEEP,8,Female,91.21%
LAKSHADWEEP,8,Male,91.33%
LAKSHADWEEP,9,Female,93.09%
LAKSHADWEEP,9,Male,94.12%
LAKSHADWEEP,10,Female,93.95%
LAKSHADWEEP,10,Male,95.16%
LAKSHADWEEP,11,Female,97.20%
LAKSHADWEEP,11,Male,95.71%
LAKSHADWEEP,12,Female,98.72%
LAKSHADWEEP,12,Male,99.07%
LAKSHADWEEP,13,Female,99.68%
LAKSHADWEEP,13,Male,99.42%
LAKSHADWEEP,14,Female,98.42%
LAKSHADWEEP,14,Male,99.46%
LAKSHADWEEP,15,Female,99.48%
LAKSHADWEEP,15,Male,99.15%
LAKSHADWEEP,16,Female,98.67%
LAKSHADWEEP,16,Male,99.25%
LAKSHADWEEP,17,Female,98.30%
LAKSHADWEEP,17,Male,98.58%
LAKSHADWEEP,18,Female,98.22%
LAKSHADWEEP,18,Male,98.45%
LAKSHADWEEP,19,Female,97.96%
LAKSHADWEEP,19,Male,97.27%
LAKSHADWEEP,20,Female,98.08%
LAKSHADWEEP,20,Male,99.04%
LAKSHADWEEP,21,Female,98.89%
LAKSHADWEEP,21,Male,96.27%
LAKSHADWEEP,22,Female,98.12%
LAKSHADWEEP,22,Male,97.73%
LAKSHADWEEP,23,Female,97.80%
LAKSHADWEEP,23,Male,98.69%
LAKSHADWEEP,24,Female,97.57%
LAKSHADWEEP,24,Male,98.45%
LAKSHADWEEP,25,Female,98.65%
LAKSHADWEEP,25,Male,97.40%
LAKSHADWEEP,26,Female,98.56%
LAKSHADWEEP,26,Male,98.00%
LAKSHADWEEP,27,Female,97.35%
LAKSHADWEEP,27,Male,97.75%
LAKSHADWEEP,28,Female,98.43%
LAKSHADWEEP,28,Male,97.76%
LAKSHADWEEP,29,Female,97.43%
LAKSHADWEEP,29,Male,98.45%
LAKSHADWEEP,30,Female,97.21%
LAKSHADWEEP,30,Male,97.41%
LAKSHADWEEP,31,Female,97.51%
LAKSHADWEEP,31,Male,98.53%
LAKSHADWEEP,32,Female,97.73%
LAKSHADWEEP,32,Male,97.81%
LAKSHADWEEP,33,Female,95.57%
LAKSHADWEEP,33,Male,98.53%
LAKSHADWEEP,34,Female,97.23%
LAKSHADWEEP,34,Male,98.29%
LAKSHADWEEP,35,Female,96.59%
LAKSHADWEEP,35,Male,96.89%
LAKSHADWEEP,36,Female,95.86%
LAKSHADWEEP,36,Male,98.17%
LAKSHADWEEP,37,Female,95.57%
LAKSHADWEEP,37,Male,97.56%
LAKSHADWEEP,38,Female,94.42%
LAKSHADWEEP,38,Male,98.21%
LAKSHADWEEP,39,Female,95.33%
LAKSHADWEEP,39,Male,99.02%
LAKSHADWEEP,40,Female,90.96%
LAKSHADWEEP,40,Male,97.05%
LAKSHADWEEP,41,Female,92.75%
LAKSHADWEEP,41,Male,97.18%
LAKSHADWEEP,42,Female,95.05%
LAKSHADWEEP,42,Male,97.28%
LAKSHADWEEP,43,Female,89.53%
LAKSHADWEEP,43,Male,97.57%
LAKSHADWEEP,44,Female,90.58%
LAKSHADWEEP,44,Male,96.85%
LAKSHADWEEP,45,Female,88.75%
LAKSHADWEEP,45,Male,97.14%
LAKSHADWEEP,46,Female,89.44%
LAKSHADWEEP,46,Male,96.38%
LAKSHADWEEP,47,Female,87.46%
LAKSHADWEEP,47,Male,97.56%
LAKSHADWEEP,48,Female,86.93%
LAKSHADWEEP,48,Male,96.05%
LAKSHADWEEP,49,Female,84.86%
LAKSHADWEEP,49,Male,98.18%
LAKSHADWEEP,50,Female,75.68%
LAKSHADWEEP,50,Male,97.59%
LAKSHADWEEP,51,Female,83.40%
LAKSHADWEEP,51,Male,97.58%
LAKSHADWEEP,52,Female,75.77%
LAKSHADWEEP,52,Male,96.44%
LAKSHADWEEP,53,Female,80.42%
LAKSHADWEEP,53,Male,97.12%
LAKSHADWEEP,54,Female,74.82%
LAKSHADWEEP,54,Male,96.47%
LAKSHADWEEP,55,Female,70.03%
LAKSHADWEEP,55,Male,94.17%
LAKSHADWEEP,56,Female,72.93%
LAKSHADWEEP,56,Male,95.91%
LAKSHADWEEP,57,Female,69.13%
LAKSHADWEEP,57,Male,97.37%
LAKSHADWEEP,58,Female,65.77%
LAKSHADWEEP,58,Male,95.57%
LAKSHADWEEP,59,Female,64.25%
LAKSHADWEEP,59,Male,95.58%
LAKSHADWEEP,60,Female,55.00%
LAKSHADWEEP,60,Male,95.33%
LAKSHADWEEP,61,Female,58.29%
LAKSHADWEEP,61,Male,87.83%
LAKSHADWEEP,62,Female,56.52%
LAKSHADWEEP,62,Male,89.81%
LAKSHADWEEP,63,Female,48.68%
LAKSHADWEEP,63,Male,89.77%
LAKSHADWEEP,64,Female,48.28%
LAKSHADWEEP,64,Male,91.72%
LAKSHADWEEP,65,Female,37.61%
LAKSHADWEEP,65,Male,84.19%
LAKSHADWEEP,66,Female,40.00%
LAKSHADWEEP,66,Male,88.57%
LAKSHADWEEP,67,Female,38.00%
LAKSHADWEEP,67,Male,83.85%
LAKSHADWEEP,68,Female,35.71%
LAKSHADWEEP,68,Male,83.85%
LAKSHADWEEP,69,Female,35.37%
LAKSHADWEEP,69,Male,79.61%
LAKSHADWEEP,70,Female,27.14%
LAKSHADWEEP,70,Male,73.72%
LAKSHADWEEP,71,Female,33.33%
LAKSHADWEEP,71,Male,74.39%
LAKSHADWEEP,72,Female,25.00%
LAKSHADWEEP,72,Male,71.74%
LAKSHADWEEP,73,Female,34.00%
LAKSHADWEEP,73,Male,77.08%
LAKSHADWEEP,74,Female,21.95%
LAKSHADWEEP,74,Male,81.25%
LAKSHADWEEP,75,Female,35.85%
LAKSHADWEEP,75,Male,66.34%
LAKSHADWEEP,76,Female,26.56%
LAKSHADWEEP,76,Male,69.23%
LAKSHADWEEP,77,Female,58.33%
LAKSHADWEEP,77,Male,75.61%
LAKSHADWEEP,78,Female,35.71%
LAKSHADWEEP,78,Male,70.37%
LAKSHADWEEP,79,Female,29.63%
LAKSHADWEEP,79,Male,47.83%
LAKSHADWEEP,80,Female,16.88%
LAKSHADWEEP,80,Male,61.54%
LAKSHADWEEP,81,Female,40.63%
LAKSHADWEEP,81,Male,68.18%
LAKSHADWEEP,82,Female,77.78%
LAKSHADWEEP,82,Male,78.57%
LAKSHADWEEP,83,Female,12.50%
LAKSHADWEEP,83,Male,69.23%
LAKSHADWEEP,84,Female,33.33%
LAKSHADWEEP,84,Male,90.00%
LAKSHADWEEP,85,Female,22.86%
LAKSHADWEEP,85,Male,71.43%
LAKSHADWEEP,86,Female,28.57%
LAKSHADWEEP,86,Male,58.33%
LAKSHADWEEP,87,Female,0.00%
LAKSHADWEEP,87,Male,71.43%
LAKSHADWEEP,88,Female,25.00%
LAKSHADWEEP,88,Male,66.67%
LAKSHADWEEP,89,Female,0.00%
LAKSHADWEEP,89,Male,80.00%
LAKSHADWEEP,90,Female,10.53%
LAKSHADWEEP,90,Male,85.71%
LAKSHADWEEP,91,Female,16.67%
LAKSHADWEEP,91,Male,66.67%
LAKSHADWEEP,92,Female,100.00%
LAKSHADWEEP,92,Male,66.67%
LAKSHADWEEP,93,Female,50.00%
LAKSHADWEEP,93,Male,100.00%
LAKSHADWEEP,94,Female,50.00%
LAKSHADWEEP,94,Male,100.00%
LAKSHADWEEP,95,Female,50.00%
LAKSHADWEEP,95,Male,75.00%
LAKSHADWEEP,96,Female,50.00%
LAKSHADWEEP,96,Male,100.00%
LAKSHADWEEP,97,Female,100.00%
LAKSHADWEEP,97,Male,100.00%
LAKSHADWEEP,98,Female,50.00%
LAKSHADWEEP,98,Male,75.00%
LAKSHADWEEP,99,Female,66.67%
LAKSHADWEEP,99,Male,83.33%
MADHYA PRADESH,7,Female,71.66%
MADHYA PRADESH,7,Male,72.26%
MADHYA PRADESH,8,Female,85.35%
MADHYA PRADESH,8,Male,86.17%
MADHYA PRADESH,9,Female,90.02%
MADHYA PRADESH,9,Male,90.79%
MADHYA PRADESH,10,Female,89.47%
MADHYA PRADESH,10,Male,90.35%
MADHYA PRADESH,11,Female,92.67%
MADHYA PRADESH,11,Male,93.46%
MADHYA PRADESH,12,Female,91.55%
MADHYA PRADESH,12,Male,92.92%
MADHYA PRADESH,13,Female,92.16%
MADHYA PRADESH,13,Male,93.87%
MADHYA PRADESH,14,Female,90.79%
